doy,airtemp,humidity,rainfall
291,27.006,0.799725,3.5355
292,26.997500000000002,0.8045349999999999,3.085
293,26.830000000000002,0.8039099999999999,3.929
294,27.000999999999998,0.790265,3.8205
295,27.311,0.776045,2.5475000000000003
296,27.162,0.7878149999999999,3.1435000000000004
297,27.037,0.781755,1.904
298,26.96,0.7812300000000001,1.9095
299,26.97,0.77528,2.254
300,27.052999999999997,0.75425,2.904
301,27.009000000000004,0.7530550000000001,2.8685
302,26.993000000000002,0.7545099999999999,2.347
303,27.0935,0.7606850000000001,2.0035
304,27.1635,0.76098,2.2960000000000003
305,27.093,0.7565450000000001,2.479
306,27.264499999999998,0.743775,0.9695
307,27.4395,0.72763,1.5625
308,27.285000000000004,0.7251050000000001,1.151
309,27.0115,0.722595,1.2435
310,27.002499999999998,0.6955100000000001,1.285
311,27.082,0.6731999999999999,0.666
312,27.0985,0.674275,0.881
313,27.076,0.687105,0.741
314,27.264999999999997,0.6863800000000001,0.5515
315,27.1045,0.680245,0.5770000000000001
316,27.192500000000003,0.6629200000000001,0.462
317,27.212,0.63702,0.24700000000000003
318,27.098000000000003,0.6531600000000001,0.368
319,27.095,0.6708750000000001,0.21400000000000002
320,27.3025,0.65863,0.229
321,26.948,0.654745,0.3375
322,26.945999999999998,0.641205,0.3605
323,27.022,0.63701,0.4535
324,26.801499999999997,0.6498900000000001,0.6875
325,26.764,0.6504949999999999,0.387
326,27.006,0.643185,0.5700000000000001
327,26.849,0.62959,0.876
328,27.0815,0.62029,0.7304999999999999
329,27.093,0.6175750000000001,0.592
330,27.0255,0.6025750000000001,0.7645000000000001
331,26.987000000000002,0.60703,0.47750000000000004
332,26.903,0.607145,0.12000000000000002
333,26.6,0.582565,0.046
334,26.415999999999997,0.571635,0.0365
335,26.296,0.567095,0.037
336,26.522,0.54349,0.2505
337,26.076,0.564985,0.26549999999999996
338,25.8915,0.56117,0.177
339,25.95,0.5513750000000001,0.13999999999999999
340,25.732,0.53813,0.08449999999999999
341,25.594,0.5260750000000001,0.0715
342,25.407,0.51934,0.028000000000000004
343,25.351499999999998,0.522045,0.1085
344,25.478,0.5219400000000001,0.022
345,25.546,0.496135,0.0645
346,25.671,0.517105,0.0735
347,25.966500000000003,0.52642,0.171
348,26.216500000000003,0.5364099999999999,0.11000000000000001
349,25.8855,0.52472,0.05550000000000001
350,25.82,0.51181,0.038
351,25.720999999999997,0.51048,0.0315
352,25.4155,0.506895,0.042
353,25.359,0.50914,0.022
354,25.1235,0.48744,0.002
355,24.9345,0.4678,0.009000000000000001
356,24.793,0.47537,0.0005
357,24.563,0.46338499999999994,0.0205
358,24.2515,0.46017,0.0295
359,24.2895,0.46222,0.0245
360,24.2305,0.4622,0.019
361,24.384999999999998,0.44911999999999996,0.033
362,24.3065,0.465645,0.006
363,24.5085,0.45069499999999996,0.0035000000000000005
364,24.2865,0.436165,0.0015
365,24.0625,0.43558,0.0055
